method,attack,seed,time_to_safe_set,time_to_safe_after_attack,time_to_target_after_attack,time_to_recover_after_first_violation,recovery_success,safety_violation_duration,hard_safety_violation_duration,max_level_overshoot,max_level_undershoot,pump_empty_run_count,production,production_loss,action_cost,false_recovery_count,shield_intervention_count,trust_mask_accuracy,trust_detection_precision,trust_detection_recall,trust_detection_f1,one_step_rmse,multi_step_rollout_rmse,evaluation_type,flow_deviation_cost,downstream_overload_risk
B5_NO_ROOT_CAUSE,LIT101_FDI,0,96,96,96,96,0,96,96,483.57192568922164,0.0,0,40.889868630010646,13.030837255717671,95.0,0,0,0.9983333333333334,0.9405940594059405,0.9895833333333334,0.964467005076142,1.904245106034739,4.258021502914971,real_calibrated_simulation,13.030837255717671,0
B5_NO_ROOT_CAUSE,LIT101_FDI,1,96,96,96,96,0,96,96,483.5265701249534,0.0,0,40.44052941429624,13.480176471432074,95.0,0,0,0.9983333333333334,0.9313725490196079,0.9895833333333334,0.9595959595959597,1.904245106034739,4.258021502914971,real_calibrated_simulation,13.480176471432074,0
B5_NO_ROOT_CAUSE,LIT101_FDI,2,96,96,96,96,0,96,96,483.95266632243454,0.0,0,40.44052941429624,13.480176471432074,95.0,0,0,0.9983333333333334,0.9313725490196079,0.9895833333333334,0.9595959595959597,1.904245106034739,4.258021502914971,real_calibrated_simulation,13.480176471432074,0
B5_NO_ROOT_CAUSE,LIT101_FDI,3,96,96,96,96,0,96,96,484.05215403489194,0.0,0,39.99119019858184,13.929515687146477,95.0,0,0,0.9983333333333334,0.9223300970873787,0.9895833333333334,0.9547738693467336,1.904245106034739,4.258021502914971,real_calibrated_simulation,13.929515687146477,0
B5_NO_ROOT_CAUSE,LIT101_FDI,4,96,96,96,96,0,96,96,483.8650739365049,0.0,0,39.99119019858184,13.929515687146477,95.0,0,0,0.9983333333333334,0.9223300970873787,0.9895833333333334,0.9547738693467336,1.904245106034739,4.258021502914971,real_calibrated_simulation,13.929515687146477,0
B5_NO_ROOT_CAUSE,LIT101_REPLAY,0,96,96,96,96,0,96,96,507.3917024659436,0.0,0,14.378854902860885,39.54185098286743,95.0,0,0,0.9983333333333334,0.59375,0.9895833333333334,0.7421875,1.904245106034739,4.258021502914971,real_calibrated_simulation,39.54185098286743,0
B5_NO_ROOT_CAUSE,LIT101_REPLAY,1,96,96,96,96,0,96,96,508.16432047889145,0.0,0,12.132158824288872,41.788547061439445,95.0,0,0,0.9983333333333334,0.5757575757575758,0.9895833333333334,0.7279693486590039,1.904245106034739,4.258021502914971,real_calibrated_simulation,41.788547061439445,0
B5_NO_ROOT_CAUSE,LIT101_REPLAY,2,96,96,96,96,0,96,96,507.88863467448175,0.0,0,13.480176471432081,40.440529414296236,95.0,0,0,0.9983333333333334,0.5864197530864198,0.9895833333333334,0.7364341085271319,1.904245106034739,4.258021502914971,real_calibrated_simulation,40.440529414296236,0
B5_NO_ROOT_CAUSE,LIT101_REPLAY,3,96,96,96,96,0,96,96,507.2434462592621,0.0,0,14.378854902860885,39.54185098286743,95.0,0,0,0.9983333333333334,0.59375,0.9895833333333334,0.7421875,1.904245106034739,4.258021502914971,real_calibrated_simulation,39.54185098286743,0
B5_NO_ROOT_CAUSE,LIT101_REPLAY,4,96,96,96,96,0,96,96,508.17822883624217,0.0,0,13.480176471432081,40.440529414296236,95.0,0,0,0.9983333333333334,0.5864197530864198,0.9895833333333334,0.7364341085271319,1.904245106034739,4.258021502914971,real_calibrated_simulation,40.440529414296236,0
B5_NO_ROOT_CAUSE,MV101_STUCK_OPEN,0,96,96,96,96,0,96,96,507.77544856699615,0.0,0,13.929515687146484,39.99119019858183,95.0,0,0,0.8866666666666667,0.24,0.3125,0.27149321266968324,1.904245106034739,4.258021502914971,real_calibrated_simulation,39.99119019858183,0
B5_NO_ROOT_CAUSE,MV101_STUCK_OPEN,1,96,96,96,96,0,96,96,507.4419184400617,0.0,0,13.030837255717678,40.88986863001064,95.0,0,0,0.8866666666666667,0.22764227642276422,0.2916666666666667,0.2557077625570776,1.904245106034739,4.258021502914971,real_calibrated_simulation,40.88986863001064,0
